compound_candidate_member_id,compound_candidate_id,source_row_hash,source_compound_key,plant_id,canonical_plant_id,c_id,cas_id,metabolite,normalized_metabolite_name,normalized_metabolite_key,normalized_cas_id,normalized_cas_key,normalized_formula,normalized_formula_key,normalization_status,review_reason,chosen_pubchem_cid,chosen_chembl_id,chosen_inchi_key,chosen_smiles,member_enrichment_status,member_confidence
cmpcandm_149dc941856b5dea,cmpcand_ba13fbe9eef00a26,1614684e01f4b1842f4d44447855d6d70f12b3bb537a76c7e3340056b6397f6a,b70dc77618c477630b172efe1e1269e760343ab7d232385d02cc0a762d33fbcb,395,9b600c0d-c81c-5ef5-8513-a56c9b80a832,C00052720,100-06-1,4'-Methoxyacetophenone,4'-Methoxyacetophenone,4methoxyacetophenone,100-06-1,100061,C9H10O2,c9h10o2,ready,,,,NTPLXRHDUXRPNE-UHFFFAOYSA-N,COc1ccc(C(C)=O)cc1,matched,0.9700
cmpcandm_c9ea7ac5755c2242,cmpcand_ba13fbe9eef00a26,3157b41a1c011916d0d0824268d195fd293cec379105ff0193c8a4f664d7f9bc,af4948c73d1c8ba2c9e23792b4b297f253826cb640409d7a8b3e584647e3a9ca,233,32db5868-6422-5fc4-aadb-90479c36369d,C00052720,100-06-1,4'-Methoxyacetophenone,4'-Methoxyacetophenone,4methoxyacetophenone,100-06-1,100061,C9H10O2,c9h10o2,ready,,,,NTPLXRHDUXRPNE-UHFFFAOYSA-N,COc1ccc(C(C)=O)cc1,matched,0.9700
cmpcandm_4c8cbdfa72b589e7,cmpcand_61d7ff37f7dc5849,95d364420552e197d8cc13d01d6e7515791154845dd7acb5befe8b7b166fcb0a,047f4d96d4763fa2c5dc6c1123c7c317f839a1cb172bf143c6bc149b40644af3,449,086bc03b-81e5-5777-9c8d-c881b3b83e58,C00008259,100079-33-2,"5,7-Dihydroxy-8,2'-dimethoxyflavanone","5,7-Dihydroxy-8,2'-dimethoxyflavanone",57dihydroxy82dimethoxyflavanone,100079-33-2,100079332,C17H16O6,c17h16o6,ready,,,,MHHPUBIEHKYLJL-UHFFFAOYSA-N,COc1ccccc1C1CC(=O)c2c(O)cc(O)c(OC)c2O1,matched,0.9700
cmpcandm_cd3400e6926effe7,cmpcand_e3b1e0b2750164a6,0586482eeaff882dd5a9beeaf81f62c2e9c5fa29bd43eba17f5e4962a9872c9d,291857a11d5c4bb3e4f14365708c99b3281f39f0cea2294eaba30eef2d07291f,449,086bc03b-81e5-5777-9c8d-c881b3b83e58,C00008260,100079-34-3,"7-Hydroxy-5,8,2'-trimethoxyflavanone","7-Hydroxy-5,8,2'-trimethoxyflavanone",7hydroxy582trimethoxyflavanone,100079-34-3,100079343,C18H18O6,c18h18o6,ready,,,,FEIYIVGWSITXPN-UHFFFAOYSA-N,COc1ccccc1C1CC(=O)c2c(OC)cc(O)c(OC)c2O1,matched,0.9700
cmpcandm_80507b0a550c57d0,cmpcand_aed8de67e1a9880c,3464e52c86ce4b1d1b37baffe434f23e905d3c8731b7738c6a4dad5af413af96,c35e30781efc5e7deb9a0092ccb8876362774679a8749ce495435416e7417b6c,449,086bc03b-81e5-5777-9c8d-c881b3b83e58,C00006967,100079-39-8,"2',4'-Dihydroxy-2,3',6'-trimethoxychalcone","2',4'-Dihydroxy-2,3',6'-trimethoxychalcone",24dihydroxy236trimethoxychalcone,100079-39-8,100079398,C18H18O6,c18h18o6,ready,,,,CRKKMWPCJTZZRE-CMDGGOBGSA-N,COc1ccccc1/C=C/C(=O)c1c(OC)cc(O)c(OC)c1O,matched,0.9700
cmpcandm_78c875f747a387d8,cmpcand_c0805dbc068501ad,65294e4c982e129c45d975cdc338c0e65271aba2428e833be8ded339ae95ceb2,f83bd49f08c1db3fa71e1ed67b9c93390e9f4928b2c4dbfe9b2287f4ad018185,114,ccb63bb3-cf7e-5c58-b0ed-13b75135b29e,C00055277,1000808-24-1,Centellin,Centellin,centellin,1000808-24-1,1000808241,C15H22O3,c15h22o3,ready,,,,XQQSULFEUQBCLQ-MDZDMXLPSA-N,C=CC(O)C#CC(/C=C/CCCCC)OC(C)=O,matched,0.9700
cmpcandm_c9d6ec6312dddcb8,cmpcand_734a3b12df4ef6d9,9282069977b59b77a45a2a77d200af5bd15fa620209adc828f0b6aa6bd59bce9,ffaea7bff43dc6ee0430ff7721e4e107ff63e5377288b2dbd9f4c47c23979419,114,ccb63bb3-cf7e-5c58-b0ed-13b75135b29e,C00053955,1000808-25-2,Asiaticin,Asiaticin,asiaticin,1000808-25-2,1000808252,C19H20O4,c19h20o4,ready,,,,AZEWKEHWGMLUHK-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(COC(=O)c2ccccc2)cc1,matched,0.9700
cmpcandm_1c4a6ef5fd9f5090,cmpcand_56dd4d7942522ea7,2249e9889310c685b9674b75e1655f3a3403336e8e0f85c3249247a7382872e1,8e09191e706f89b425caa65b2246baf4e39d1302d0a467150760a13dbb15e3e6,114,ccb63bb3-cf7e-5c58-b0ed-13b75135b29e,C00054351,1000808-26-3,Centellicin,Centellicin,centellicin,1000808-26-3,1000808263,C15H24O5,c15h24o5,ready,,,,HYHHLBYVZWNDKU-OUKQBFOZSA-N,CC#CCCC(O)CC/C(C)=C/C(=O)OCCCO,matched,0.9700
cmpcandm_94a93ead83b1b512,cmpcand_05897df7a2d30871,cb7b3785e706ccc05ac27d875999add344bf2d397ad90e83305e3e53fe77769b,cca0b76081fc4b0e9e06b70d968041c71289189b928bea0f0d08a5a5adf23f7d,28,fbee525b-bdd7-509d-a45c-6c106896c456,C00056300,1000878-38-5,"6-Hydroxy-1,7-diphenyl-4-hepten-3-one","6-Hydroxy-1,7-diphenyl-4-hepten-3-one",6hydroxy17diphenyl4hepten3one,1000878-38-5,1000878385,C19H20O2,c19h20o2,ready,,,,TYZZLIGGENRWEF-BUHFOSPRSA-N,O=C(/C=C/C(O)Cc1ccccc1)CCc1ccccc1,matched,0.9700
cmpcandm_ce0db27e93699341,cmpcand_aa4cb556643f7683,1e505f0b1338c176e13621c0f10b2822f1528ce906e688c88512267f28cc728c,bc6de769cbae5639b46f6deb870f188742d0f75c3516aebd5ccb8c46b8898f92,126,,C00029536,100-09-4,4-Methoxybenzoic acid,4-Methoxybenzoic acid,4methoxybenzoic_acid,100-09-4,100094,C8H8O3,c8h8o3,review,unresolved_plant_mapping,,,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COc1ccc(C(=O)O)cc1,matched,0.9700
cmpcandm_0a35e175864f9704,cmpcand_aa4cb556643f7683,d90c0e031e2a1498aa317930137afb60f1c761b92d6a5607588a29a5a8e767cc,36ddadad429d49690197a5791dfa6933e3c52ded382d8628cde3839d5014c068,395,9b600c0d-c81c-5ef5-8513-a56c9b80a832,C00029536,100-09-4,4-Methoxybenzoic acid,4-Methoxybenzoic acid,4methoxybenzoic_acid,100-09-4,100094,C8H8O3,c8h8o3,ready,,,,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COc1ccc(C(=O)O)cc1,matched,0.9700
cmpcandm_4354bdff00bfad74,cmpcand_3cb5801eff382043,2f4f320f2592c6d1c7eba35e5126b6ac1d111a1c72e7bdad130658059f45e3a9,97b6cb1db634754a04fbf04ba1b81550b9e24f12b3c2fd9a6da101da244a36cb,210,bce825c0-1611-5e87-b0eb-760dc1815b3e,C00056301,1000994-06-8,Eucalyptal A,Eucalyptal A,eucalyptal_a,1000994-06-8,1000994068,C28H36O6,c28h36o6,ready,,,,HJUVXYVQIXPSJI-ICRWQPCKSA-N,C=C(C)[C@@H]1CCC(=C)[C@]2(O)CC[C@]3(C)[C@H](CC(C)C)c4c(O)c(C=O)c(O)c(C=O)c4O[C@H]3[C@H]12,matched,0.9700
cmpcandm_7248cb940748298f,cmpcand_e12cb163c563150c,a55e6578a5ae04758301af9697402689d613a395c7439e9ce0d10e67165d8ae8,eaa1edfc656a45c37bb783813b0faa5d5ffb47db77a00dbef60ff1721fe1bd27,210,bce825c0-1611-5e87-b0eb-760dc1815b3e,C00056302,1000994-07-9,Eucalyptal B,Eucalyptal B,eucalyptal_b,1000994-07-9,1000994079,C28H38O7,c28h38o7,ready,,,,VWNYEWUFLXJJJS-GDTDCKGHSA-N,C=C1CC[C@@H](C(C)(C)O)[C@H]2[C@@H]3Oc4c(C=O)c(O)c(C=O)c(O)c4[C@@H](CC(C)C)[C@@]3(C)CC[C@@]12O,matched,0.9700
cmpcandm_0ee16495aaa4cbc0,cmpcand_7a724510d8f64d88,fc27237bf88decb0e153c7755efd604e76cf5845a07ae25c80688b9bc8d8895b,13fd5daf64844fe0b74046e40e77fe4491845705212bb3c146e2b1f8d871f564,210,bce825c0-1611-5e87-b0eb-760dc1815b3e,C00056303,1000994-08-0,Eucalyptal C,Eucalyptal C,eucalyptal_c,1000994-08-0,1000994080,C28H36O6,c28h36o6,ready,,,,LLCSUGKJCVVJBS-LQEBHLGXSA-N,C=C1CCC(=C(C)C)[C@H]2[C@@H]3Oc4c(C=O)c(O)c(C=O)c(O)c4[C@@H](CC(C)C)[C@@]3(C)CC[C@@]12O,matched,0.9700
cmpcandm_6331e7d0b667390b,cmpcand_61a6e299c64de8bd,63857190b70d7f7aa13ac84236d2a8c64115c36e22959b3f1582da6df31c4d44,e83e3c5e69e625034ad1e391727a105c32a896944cd0e8fbcbea76253a2c6201,306,8f16e81c-7ebd-555f-8d79-d84936d26814,C00056304,100108-65-4,Lepidine,Lepidine,lepidine,100108-65-4,100108654,C21H20N4O2,c21h20n4o2,ready,,,,YDQJXVYGARVLRT-UHFFFAOYSA-N,COc1cccc(Cc2ncc[nH]2)c1Oc1cccc(Cc2ncc[nH]2)c1,matched,0.9700
cmpcandm_557e3b6b442fb762,cmpcand_c7f16a71f0f5a58d,7058af2d730a73f9f127eb0145c0af3b0104d68852e1852629c58a5c38a84b37,e5eda4972291ce31db0c0e874245efb105bf55c6ced80b7c735702d53e8f52d2,23,49061609-9ae6-568a-a985-cd7300ccd76b,C00056305,1001228-59-6,5-Hexyl-2-thiopheneoctanoic acid,5-Hexyl-2-thiopheneoctanoic acid,5hexyl2thiopheneoctanoic_acid,1001228-59-6,1001228596,C18H30O2S,c18h30o2s,ready,,,,IPHMYTYOJLRBNJ-UHFFFAOYSA-N,CCCCCCc1ccc(CCCCCCCC(=O)O)s1,matched,0.9700
cmpcandm_0d8e6e3570d56b21,cmpcand_d5442eb364284e67,6a4c6fc4ffcc0d7c1c9393e0a9adcf1a961c0cc2209c721a1100d20f0f46b190,b16f4d2a6e64ca3d52dc946e13f8af703af14b2a07fdb7a035c1c9ec68be48e4,23,49061609-9ae6-568a-a985-cd7300ccd76b,C00056306,1001228-60-9,5-Hexyltetrahydro-2-thiopheneoctanoic acid,5-Hexyltetrahydro-2-thiopheneoctanoic acid,5hexyltetrahydro2thiopheneoctanoic_acid,1001228-60-9,1001228609,C18H34O2S,c18h34o2s,ready,,,,OTXDYBDPTPCMFR-UHFFFAOYSA-N,CCCCCCC1CCC(CCCCCCCC(=O)O)S1,matched,0.9700
cmpcandm_3df04bcd648d4aed,cmpcand_c00500b56ed59578,372ffdeaecef640ee7929137cb17820f60681e0c4784faa3172294fe2ba561f5,4d67e7160dc6162d05f1bb70cfa41b7b0b5ca778f99df39cfd86d27cf966b1e7,29,c71707ad-fcee-5f35-b1e4-4779442a7b24,C00026041,10012-73-4,Stemmadenine,Stemmadenine,stemmadenine,10012-73-4,10012734,C21H26N2O3,c21h26n2o3,ready,,,,MBXJCHZRHROMQA-UWJYYQICSA-N,C/C=C1C[N@]2CCc3c([nH]c4ccccc34)[C@@](CO)(C(=O)OC)[C@H]1CC2,matched,0.9700
cmpcandm_e93c0b2d1b2aa5e6,cmpcand_c00500b56ed59578,da21c8aaa7b154cb3909a8d8a4284d11fb2873d0c8ef29e5256908980c5bfba4,f881879ea3a8494641f86e4259453ebe455320acd38b40899616cb0789ed17d0,110,82633059-85b7-5cd5-a16a-442a54ac58fb,C00026041,10012-73-4,Stemmadenine,Stemmadenine,stemmadenine,10012-73-4,10012734,C21H26N2O3,c21h26n2o3,ready,,,,MBXJCHZRHROMQA-UWJYYQICSA-N,C/C=C1C[N@]2CCc3c([nH]c4ccccc34)[C@@](CO)(C(=O)OC)[C@H]1CC2,matched,0.9700
cmpcandm_db01e7a86a23259d,cmpcand_13b47501b427d9f0,4e3290b3bf3b9beed810ec16b1e0909b9096932504d5ff6e93392fd8df8b37ea,944c9cc35f07b55345c8cce1057c00c3f77e8cea1e3a91f1c95dd8f4ce9e1a9b,313,0a48507f-8423-5e6e-a8b8-b74fd385a9c8,C00056309,100156-31-8,Lucyoside J,Lucyoside J,lucyoside_j,100156-31-8,100156318,C42H66O15,c42h66o15,ready,,,,PMVQXJMFSBPEIC-HXLGSOHTSA-N,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(C=O)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@@H]1O,matched,0.9700
cmpcandm_4b40d9b8a00ca921,cmpcand_a76dba6d86953f16,0f2852943e1b1b153cf91426a6824dae27c30c46099a18e0eec827ee0d0d9ce8,fcac0f8f68d850a9038d052b02445f77874ce619e9337ab4809a49c6eb382ad8,313,0a48507f-8423-5e6e-a8b8-b74fd385a9c8,C00056310,100156-32-9,Lucyoside M,Lucyoside M,lucyoside_m,100156-32-9,100156329,C44H68O15,c44h68o15,ready,,,,FNSXRAISABPGKU-UHFFFAOYSA-N,CC(=O)OCC1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C=O)C(O)C(O)C1O,matched,0.9700
cmpcandm_ec2f8d35a36a251e,cmpcand_71510b4b11747a11,0ffaaf19596d37f721cd2752ee10e59b19f3a49693722861f770fe90453d3bff,51550797340b9dcf7f98208e03bd98a79a06cbd933e07225d830584350982ab4,313,0a48507f-8423-5e6e-a8b8-b74fd385a9c8,C00056311,100179-68-8,Lucyoside L,Lucyoside L,lucyoside_l,100179-68-8,100179688,C48H76O19,c48h76o19,ready,,,,LWMKKJBQNOLSBE-UHFFFAOYSA-N,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C=O)C5CCC43C)C2C1,matched,0.9700
cmpcandm_5ae1ea3788d2a119,cmpcand_373292a351c7bd23,09adb36cba5310258c094287aeb708934b35af36ecc88d908df96a4c7911cea1,385964728f12e4993576be48df41147b20ddb115b278232b1271fea2f5f6ff29,54,96801dd1-e4f3-538e-84d6-092f1f2558f2,C00004030,100187-66-4,Kuwanon T,Kuwanon T,kuwanon_t,100187-66-4,100187664,C25H26O6,c25h26o6,ready,,,,KATQHJZHAFCFAQ-UHFFFAOYSA-N,CC(C)=CCc1c(O)ccc(-c2oc3cc(O)cc(O)c3c(=O)c2CC=C(C)C)c1O,matched,0.9700
cmpcandm_377be61e504fb960,cmpcand_373292a351c7bd23,e7b1a18a9c718fcbc91e03f9dff4cf069328c85eb2a66a3fbfd3ef1c777878d8,f1d8cd6f3faf214b460253a85af103286e8223493dc0bd3a7e3de011c839075c,343,12e10725-0fd3-505a-9fe2-75a96247a29c,C00004030,100187-66-4,Kuwanon T,Kuwanon T,kuwanon_t,100187-66-4,100187664,C25H26O6,c25h26o6,ready,,,,KATQHJZHAFCFAQ-UHFFFAOYSA-N,CC(C)=CCc1c(O)ccc(-c2oc3cc(O)cc(O)c3c(=O)c2CC=C(C)C)c1O,matched,0.9700
cmpcandm_150790e37f60ee61,cmpcand_555d435c74f19652,b843e267fd8468f5655dc2890e5a0a4c1cf2b4ccd53b1c526e1ab2035101153f,35a25841c27b031a7810f6b5ccceebb64190b4d98c3189a75bd2b914d72ff7fa,343,12e10725-0fd3-505a-9fe2-75a96247a29c,C00004020,100187-67-5,Kuwanone S,Kuwanone S,kuwanone_s,100187-67-5,100187675,C25H26O5,c25h26o5,ready,,,,UXXAQCSTQAIKEM-FRKPEAEDSA-N,CC(C)=CCC/C(C)=C/Cc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,matched,0.9700
cmpcandm_a98cbc9ae071cfa8,cmpcand_4624bffe1221634a,800d267e31091ae24c100ae5cac5d404aa751876aa0bfe627694f2c8b5de4b75,b8eaf751e271ebad4de7b7aef7148c63c7b19fefa09a6a6e9ea54fecd9dca1f1,505,7a2474e0-42e9-5f23-8696-92e68750f96c,C00063583,100202-27-5,Borapetol A,Borapetol A,borapetol_a,100202-27-5,100202275,C20H24O7,c20h24o7,ready,,,,BGUFCQCRKIFYQV-UHFFFAOYSA-N,CC12CC(c3ccoc3)OC(=O)C1CC1OC(=O)C3(O)C(O)CCC2C13C,matched,0.9700
cmpcandm_2c6811794a2c70b5,cmpcand_29cb967021426d9e,5d6e4f161d97ff994655bfdeb93cfbd8ffc04d1f019ebd1a5b61ddd90b605919,3ac8d3846145859d6187d334add95c4cebed48f1f6927dd130fd22cb5c26aa1f,505,7a2474e0-42e9-5f23-8696-92e68750f96c,C00063584,100202-29-7,Borapetoside A,Borapetoside A,borapetoside_a,100202-29-7,100202297,C26H34O12,c26h34o12,ready,,,,GCXIISSOWSXMCD-UHFFFAOYSA-N,CC12CC(c3ccoc3)OC(=O)C1CC1OC(=O)C3(O)C(OC4OC(CO)C(O)C(O)C4O)CCC2C13C,matched,0.9700
cmpcandm_8b448bcd9f8ababa,cmpcand_8c703201c219438e,c1f9ac0352894b61e2ef0eaa8796c213291f4a083fc78f35827714ba622a9e11,45c84025356002f9b4cd24380c82ebbe24b349a30ab4e6c44484ef990d7a47c6,385,dfbae356-a5e3-5106-91d5-ddd248dda4b5,C00058877,100-21-0,Terephthalic acid,Terephthalic acid,terephthalic_acid,100-21-0,100210,C8H6O4,c8h6o4,ready,,,,KKEYFWRCBNTPAC-UHFFFAOYSA-N,O=C(O)c1ccc(C(=O)O)cc1,matched,0.9700
cmpcandm_6a8d8878d6861fb5,cmpcand_594b0f987eb2b304,72143b1ac68113d9fc7df5aeb573c81717d5a29e919d65021184221d2676408a,4b890d8ef6ab5a47b1d477f0e6a4c45bc0c5c896217e6ca12700d1bd9d0b446d,69,fa097dca-198a-5c8e-a5d8-9e9487875075,C00029604,1002116-29-1,8-Hydroxyiristectrigenin A,8-Hydroxyiristectrigenin A,8hydroxyiristectrigenin_a,1002116-29-1,1002116291,C17H14O8,c17h14o8,ready,,,,CILNLQDHIJMQBX-UHFFFAOYSA-N,COc1cc(-c2coc3c(O)c(O)c(OC)c(O)c3c2=O)ccc1O,matched,0.9700
cmpcandm_e5b9839f9d565c5c,cmpcand_633e0248cf91ab3e,00bf9f97a62e93eed8eafdf840f228962199b6a024942854847fedcc20d4ccaf,549b4c07c5244600a2d8dd48b43b07c07c7818e16de358e855ea238c85c385b6,69,fa097dca-198a-5c8e-a5d8-9e9487875075,C00029603,1002116-30-4,8-Hydroxyirigenin,8-Hydroxyirigenin,8hydroxyirigenin,1002116-30-4,1002116304,C18H16O9,c18h16o9,ready,,,,SJVJFHZEXPNZOP-UHFFFAOYSA-N,COc1cc(-c2coc3c(O)c(O)c(OC)c(O)c3c2=O)cc(O)c1OC,matched,0.9700
cmpcandm_626e2e5c102d3b7f,cmpcand_ff759dba84db847c,6eec6fe32c40749479b22ff81a9adf6583614c7e7420d588aab2aed3a38c8d4e,3d8d4607402aebe2c470b5adb3085a7d7287eeee07410c4a191e532abc5e7fb6,424,7cee7592-10e3-5324-b5ce-1318bc740be8,C00056789,1002127-43-6,Raphanuside,Raphanuside,raphanuside,1002127-43-6,1002127436,C16H22O8S,c16h22o8s,ready,,,,DEKBHIICOGMPTO-ZZIDHEKVSA-N,COc1cc([C@H]2CS[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O2)cc(OC)c1O,matched,0.9700
cmpcandm_c636ade44ea4419f,cmpcand_7456fca078b80cee,f1c25c083dc87785f4a7307cb2698f23bd6fa04cd3dbbdf6b45fe5656d41325b,3ee7d370dd1f3b285d0d1bac95b288157156769a3e2f1ebfd73b2602050bf0eb,242,08d62596-c5d1-5a2e-91ea-e210c5235e5a,C00056790,1002-33-1,"1,3-Octadiene","1,3-Octadiene",13octadiene,1002-33-1,1002331,C8H14,c8h14,ready,,,,QTYUSOHYEPOHLV-FNORWQNLSA-N,C=C/C=C/CCCC,matched,0.9700
cmpcandm_4de8de34529d4cf3,cmpcand_e58c9fff8c6e7b6f,554f42f954bb57da78f1b0ef18d8cd18d1d4e6ceabeaa8b9e24b4cb4f12ea7cf,1ebf2ae4216b58189a309ad18817fe40a82794174cc54d7cb4841eb2e625cab7,98,a02fd890-c756-5c36-8d4f-67efa3fea396,C00058883,1002-35-3,"1,3,7-Octatriene","1,3,7-Octatriene",137octatriene,1002-35-3,1002353,C8H12,c8h12,ready,,,,ZTJHDEXGCKAXRZ-UHFFFAOYSA-N,C=CC=CCCC=C,matched,0.9700
cmpcandm_7127ee0daedf5fe9,cmpcand_cf2ec37ac7cb347f,c4083a98089d1a849240a7c9121f3d6f90fccbeac7b7c1aa56cc41ec4c301edf,adf8bfc461e4a7e1a12da23088fca726caea830556c203db61828cf08ae903de,290,,C00056313,1002732-94-6,"2-Methoxy-alpha,6-dimethylbenzyl acetate","2-Methoxy-alpha,6-dimethylbenzyl acetate",2methoxyalpha6dimethylbenzyl_acetate,1002732-94-6,1002732946,C12H16O3,c12h16o3,review,unresolved_plant_mapping,,,TYUGBSLUYRGYKC-UHFFFAOYSA-N,COc1cccc(C)c1C(C)OC(C)=O,matched,0.9700
