compound_candidate_member_id,compound_candidate_id,source_row_hash,source_compound_key,plant_id,canonical_plant_id,c_id,cas_id,metabolite,normalized_metabolite_name,normalized_metabolite_key,normalized_cas_id,normalized_cas_key,normalized_formula,normalized_formula_key,normalization_status,review_reason,chosen_pubchem_cid,chosen_chembl_id,chosen_inchi_key,chosen_smiles,member_enrichment_status,member_confidence
cmpcandm_74284640d54d6da3,cmpcand_aa4cb556643f7683,50e175164e8502f0a60bcd7921c49a7c249d17d48da7cfac30ddd8d93963e2e0,36ddadad429d49690197a5791dfa6933e3c52ded382d8628cde3839d5014c068,395,9b600c0d-c81c-5ef5-8513-a56c9b80a832,C00029536,100-09-4,4-Methoxybenzoic acid,4-Methoxybenzoic acid,4methoxybenzoic_acid,100-09-4,100094,C8H8O3,c8h8o3,ready,,,CHEMBL21932,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COc1ccc(C(=O)O)cc1,conflict,0.9900
cmpcandm_afdf56b9b807ff07,cmpcand_aa4cb556643f7683,78e03b3c3e80e7790a077f0a05daf662384b111f1bc4144809d4d0d69784b4e4,bc6de769cbae5639b46f6deb870f188742d0f75c3516aebd5ccb8c46b8898f92,126,e2fd167b-5007-5c8d-8437-43d5e9d869eb,C00029536,100-09-4,4-Methoxybenzoic acid,4-Methoxybenzoic acid,4methoxybenzoic_acid,100-09-4,100094,C8H8O3,c8h8o3,ready,,,CHEMBL21932,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COc1ccc(C(=O)O)cc1,conflict,0.9900
cmpcandm_a6b78f3e092129ea,cmpcand_3cb5801eff382043,c230b9e17dca9dd851ba48af2ce169aeeff5327f1b3528e110753e8f0b96166f,97b6cb1db634754a04fbf04ba1b81550b9e24f12b3c2fd9a6da101da244a36cb,210,bce825c0-1611-5e87-b0eb-760dc1815b3e,C00056301,1000994-06-8,Eucalyptal A,Eucalyptal A,eucalyptal_a,1000994-06-8,1000994068,C28H36O6,c28h36o6,ready,,24755349,,HJUVXYVQIXPSJI-ICRWQPCKSA-N,,conflict,0.9900
cmpcandm_dd5749dae4ca50dd,cmpcand_e12cb163c563150c,f4cf407e1b3c32d19239f27c8d2ed081f137073bf78c660af0427e1731106788,eaa1edfc656a45c37bb783813b0faa5d5ffb47db77a00dbef60ff1721fe1bd27,210,bce825c0-1611-5e87-b0eb-760dc1815b3e,C00056302,1000994-07-9,Eucalyptal B,Eucalyptal B,eucalyptal_b,1000994-07-9,1000994079,C28H38O7,c28h38o7,ready,,24755351,,VWNYEWUFLXJJJS-GDTDCKGHSA-N,,conflict,0.9900
cmpcandm_d5eebc16a1c33595,cmpcand_7a724510d8f64d88,b9f4915e6c6e40921e50a92a79137a99d9247b5755fe79cb3abed677094565fb,13fd5daf64844fe0b74046e40e77fe4491845705212bb3c146e2b1f8d871f564,210,bce825c0-1611-5e87-b0eb-760dc1815b3e,C00056303,1000994-08-0,Eucalyptal C,Eucalyptal C,eucalyptal_c,1000994-08-0,1000994080,C28H36O6,c28h36o6,ready,,24755350,,LLCSUGKJCVVJBS-LQEBHLGXSA-N,,conflict,0.9900
cmpcandm_173e17c1e92421b8,cmpcand_61a6e299c64de8bd,6a71c2fe60366d6d2140d0256baa2e3569d69af2d7ae6cb5337fb57a15082eb9,e83e3c5e69e625034ad1e391727a105c32a896944cd0e8fbcbea76253a2c6201,306,8f16e81c-7ebd-555f-8d79-d84936d26814,C00056304,100108-65-4,Lepidine,Lepidine,lepidine,100108-65-4,100108654,C21H20N4O2,c21h20n4o2,ready,,131751423,,YDQJXVYGARVLRT-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_847cdd35586c88dc,cmpcand_c7f16a71f0f5a58d,b7195c4e3cf4fb3292dc8f2edbd02da9511ab55960be71d2e734f00849d8d47c,e5eda4972291ce31db0c0e874245efb105bf55c6ced80b7c735702d53e8f52d2,23,49061609-9ae6-568a-a985-cd7300ccd76b,C00056305,1001228-59-6,5-Hexyl-2-thiopheneoctanoic acid,5-Hexyl-2-thiopheneoctanoic acid,5hexyl2thiopheneoctanoic_acid,1001228-59-6,1001228596,C18H30O2S,c18h30o2s,ready,,,CHEMBL1782219,ATGYTWZXHGGOQG-UHFFFAOYSA-N,CCCCCCCCCCCC[S+]([O-])c1ccccc1O,conflict,0.9600
cmpcandm_42fd5d6da5fd49e8,cmpcand_d5442eb364284e67,4a7cf14dbde4a8ff7536e0d819cca0ab4014c996e14bbe1f623a008e7dbfd678,b16f4d2a6e64ca3d52dc946e13f8af703af14b2a07fdb7a035c1c9ec68be48e4,23,49061609-9ae6-568a-a985-cd7300ccd76b,C00056306,1001228-60-9,5-Hexyltetrahydro-2-thiopheneoctanoic acid,5-Hexyltetrahydro-2-thiopheneoctanoic acid,5hexyltetrahydro2thiopheneoctanoic_acid,1001228-60-9,1001228609,C18H34O2S,c18h34o2s,ready,,,CHEMBL28539,DHJUGHFMUPDPHT-UHFFFAOYSA-N,CCCCCCCCC1SC1CCCCCCCC(=O)O,conflict,0.9600
cmpcandm_789c85e57068a0e6,cmpcand_c00500b56ed59578,ba8e217d83c461ef2b8abcfd964c42dfbef3b67ca277f1f56c0a545835fa59ac,4d67e7160dc6162d05f1bb70cfa41b7b0b5ca778f99df39cfd86d27cf966b1e7,29,c71707ad-fcee-5f35-b1e4-4779442a7b24,C00026041,10012-73-4,Stemmadenine,Stemmadenine,stemmadenine,10012-73-4,10012734,C21H26N2O3,c21h26n2o3,ready,,,CHEMBL486212,MBXJCHZRHROMQA-YVDMJPQFSA-N,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@](CO)(C(=O)OC)[C@@H]1CC2,conflict,0.9900
cmpcandm_08c9eadb12ca6b08,cmpcand_c00500b56ed59578,fd649d46a72bf4ce20024dfc4085578b9b18fccb15a98a034021d11f6667556f,f881879ea3a8494641f86e4259453ebe455320acd38b40899616cb0789ed17d0,110,82633059-85b7-5cd5-a16a-442a54ac58fb,C00026041,10012-73-4,Stemmadenine,Stemmadenine,stemmadenine,10012-73-4,10012734,C21H26N2O3,c21h26n2o3,ready,,,CHEMBL486212,MBXJCHZRHROMQA-YVDMJPQFSA-N,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@](CO)(C(=O)OC)[C@@H]1CC2,conflict,0.9900
cmpcandm_ef5e3330fbac94ed,cmpcand_13b47501b427d9f0,9b28121af8508e027c3067eba43093a2e6a73f2beafcbf0c53314f1fb0440439,944c9cc35f07b55345c8cce1057c00c3f77e8cea1e3a91f1c95dd8f4ce9e1a9b,313,,C00056309,100156-31-8,Lucyoside J,Lucyoside J,lucyoside_j,100156-31-8,100156318,C42H66O15,c42h66o15,review,unresolved_plant_mapping,101621524,,PMVQXJMFSBPEIC-HXLGSOHTSA-N,,conflict,0.9900
cmpcandm_831ff1cdce841533,cmpcand_a76dba6d86953f16,78fab3e5450e6df1ac13a1d663b83e976e91e2317b2fa1928504e2c5524a0348,fcac0f8f68d850a9038d052b02445f77874ce619e9337ab4809a49c6eb382ad8,313,,C00056310,100156-32-9,Lucyoside M,Lucyoside M,lucyoside_m,100156-32-9,100156329,C44H68O15,c44h68o15,review,unresolved_plant_mapping,131751578,,FNSXRAISABPGKU-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_2732958b3e104dce,cmpcand_71510b4b11747a11,806d6e47adaaeb187a44371df475f09f0b68396f19e54db6474f55734860ac8c,51550797340b9dcf7f98208e03bd98a79a06cbd933e07225d830584350982ab4,313,,C00056311,100179-68-8,Lucyoside L,Lucyoside L,lucyoside_l,100179-68-8,100179688,C48H76O19,c48h76o19,review,unresolved_plant_mapping,131751156,,LWMKKJBQNOLSBE-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_6e004ff1d9f48f85,cmpcand_373292a351c7bd23,39c5b814ba702ca4d1bc387a165424186b96b6ee6a9d6cfa55fa45c28bd14d43,385964728f12e4993576be48df41147b20ddb115b278232b1271fea2f5f6ff29,54,96801dd1-e4f3-538e-84d6-092f1f2558f2,C00004030,100187-66-4,Kuwanon T,Kuwanon T,kuwanon_t,100187-66-4,100187664,C25H26O6,c25h26o6,ready,,15231527,,KATQHJZHAFCFAQ-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_6f6fd28cc2657c95,cmpcand_373292a351c7bd23,747d49fd472e5018dd5c1ce5334848885aa1a86407e066b02b58568c5312ee19,f1d8cd6f3faf214b460253a85af103286e8223493dc0bd3a7e3de011c839075c,343,12e10725-0fd3-505a-9fe2-75a96247a29c,C00004030,100187-66-4,Kuwanon T,Kuwanon T,kuwanon_t,100187-66-4,100187664,C25H26O6,c25h26o6,ready,,15231527,,KATQHJZHAFCFAQ-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_0c0f322cc063ac0b,cmpcand_555d435c74f19652,c03dc31808ee705aa26dd46a8a0cb34946903e8e146c57f31f6ae83c8cbc6624,35a25841c27b031a7810f6b5ccceebb64190b4d98c3189a75bd2b914d72ff7fa,343,12e10725-0fd3-505a-9fe2-75a96247a29c,C00004020,100187-67-5,Kuwanone S,Kuwanone S,kuwanone_s,100187-67-5,100187675,C25H26O5,c25h26o5,ready,,6450924,,UXXAQCSTQAIKEM-FRKPEAEDSA-N,,conflict,0.9900
cmpcandm_01579af76c93b5f0,cmpcand_4624bffe1221634a,85a4cf7f6879db9ee83366b106078b9e34e0a5adf047df7d4ee1d5408e2597fa,b8eaf751e271ebad4de7b7aef7148c63c7b19fefa09a6a6e9ea54fecd9dca1f1,505,7a2474e0-42e9-5f23-8696-92e68750f96c,C00063583,100202-27-5,Borapetol A,Borapetol A,borapetol_a,100202-27-5,100202275,C20H24O7,c20h24o7,ready,,,CHEMBL161015,WBBVXGHSWZIJST-RLQYZCPESA-N,C=C1[C@@H](O)[C@]2(O)OC[C@]34[C@H]2[C@@]2(C)[C@H](O)C(=O)C=C(C)[C@@H]2C[C@H]3OC(=O)C[C@@H]14,conflict,0.9600
cmpcandm_db8a34e16a70569c,cmpcand_29cb967021426d9e,fb9842336b838b3358255e44dd4076f909bf2ca07c5e26dd8434d452cdb9c53b,3ac8d3846145859d6187d334add95c4cebed48f1f6927dd130fd22cb5c26aa1f,505,7a2474e0-42e9-5f23-8696-92e68750f96c,C00063584,100202-29-7,Borapetoside A,Borapetoside A,borapetoside_a,100202-29-7,100202297,C26H34O12,c26h34o12,ready,,,CHEMBL1097583,GCXIISSOWSXMCD-MZYRCUENSA-N,C[C@@]12C[C@@H](c3ccoc3)OC(=O)[C@@H]1C[C@@H]1OC(=O)[C@@]3(O)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@H]2[C@@]13C,conflict,0.9900
cmpcandm_78e2a2829b919321,cmpcand_8c703201c219438e,9000f54493fa12926b99389f5dc48f600b528e8e2bd0dd31159f3e9b8c148633,45c84025356002f9b4cd24380c82ebbe24b349a30ab4e6c44484ef990d7a47c6,385,dfbae356-a5e3-5106-91d5-ddd248dda4b5,C00058877,100-21-0,Terephthalic acid,Terephthalic acid,terephthalic_acid,100-21-0,100210,C8H6O4,c8h6o4,ready,,,CHEMBL1374420,KKEYFWRCBNTPAC-UHFFFAOYSA-N,O=C(O)c1ccc(C(=O)O)cc1,conflict,0.9900
cmpcandm_c163f6a3b1afd98e,cmpcand_594b0f987eb2b304,a265c85d94c0175f89635c096daef08bb4ac707731267ff570c45d5cfb5e8aa0,4b890d8ef6ab5a47b1d477f0e6a4c45bc0c5c896217e6ca12700d1bd9d0b446d,69,fa097dca-198a-5c8e-a5d8-9e9487875075,C00029604,1002116-29-1,8-Hydroxyiristectrigenin A,8-Hydroxyiristectrigenin A,8hydroxyiristectrigenin_a,1002116-29-1,1002116291,C17H14O8,c17h14o8,ready,,,CHEMBL162550,RRYQDECFPVYHLR-UHFFFAOYSA-N,COc1c(-c2ccc(O)c(O)c2)oc2c(OC)c(O)cc(O)c2c1=O,conflict,0.9600
cmpcandm_e7c286e83a4c4bb8,cmpcand_633e0248cf91ab3e,6debe00d947c78167476466587c54db04ccd158d9557e58218e76a700feeac82,549b4c07c5244600a2d8dd48b43b07c07c7818e16de358e855ea238c85c385b6,69,fa097dca-198a-5c8e-a5d8-9e9487875075,C00029603,1002116-30-4,8-Hydroxyirigenin,8-Hydroxyirigenin,8hydroxyirigenin,1002116-30-4,1002116304,C18H16O9,c18h16o9,ready,,,CHEMBL1315288,DZSLRPXYSOUCNV-UHFFFAOYSA-N,COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C(O)O)c1O2,conflict,0.9600
cmpcandm_2ffbf0298db2d2f2,cmpcand_ff759dba84db847c,3eb0c76068a710248e11d7698e03f71b0bb93963e99729caa762a4fe96fa20a3,3d8d4607402aebe2c470b5adb3085a7d7287eeee07410c4a191e532abc5e7fb6,424,7cee7592-10e3-5324-b5ce-1318bc740be8,C00056789,1002127-43-6,Raphanuside,Raphanuside,raphanuside,1002127-43-6,1002127436,C16H22O8S,c16h22o8s,ready,,45112183,,DEKBHIICOGMPTO-ZZIDHEKVSA-N,,matched,0.9900
cmpcandm_2f8c5f35e1d010f0,cmpcand_7456fca078b80cee,cfb58eda68181d4495f3e96629617ae86942a9ea83d4488466ed4d55b9bfa879,3ee7d370dd1f3b285d0d1bac95b288157156769a3e2f1ebfd73b2602050bf0eb,242,08d62596-c5d1-5a2e-91ea-e210c5235e5a,C00056790,1002-33-1,"1,3-Octadiene","1,3-Octadiene",13octadiene,1002-33-1,1002331,C8H14,c8h14,ready,,517653,,QTYUSOHYEPOHLV-FNORWQNLSA-N,,conflict,0.9900
cmpcandm_50287d7dfbaab2bf,cmpcand_e58c9fff8c6e7b6f,bf164aaf0d2fde39d990136a3c4cf42827dcd6bacb3e1ad2beafdb71ab1ff607,1ebf2ae4216b58189a309ad18817fe40a82794174cc54d7cb4841eb2e625cab7,98,a02fd890-c756-5c36-8d4f-67efa3fea396,C00058883,1002-35-3,"1,3,7-Octatriene","1,3,7-Octatriene",137octatriene,1002-35-3,1002353,C8H12,c8h12,ready,,5365557,,ZTJHDEXGCKAXRZ-FNORWQNLSA-N,,conflict,0.9900
cmpcandm_c82b285f0b5227c6,cmpcand_cf2ec37ac7cb347f,6f7b88af345be06875bc403527ef917ae4a090833ab79f58e915bf70171e8248,adf8bfc461e4a7e1a12da23088fca726caea830556c203db61828cf08ae903de,290,,C00056313,1002732-94-6,"2-Methoxy-alpha,6-dimethylbenzyl acetate","2-Methoxy-alpha,6-dimethylbenzyl acetate",2methoxyalpha6dimethylbenzyl_acetate,1002732-94-6,1002732946,C12H16O3,c12h16o3,review,unresolved_plant_mapping,,CHEMBL120913,BWDCJRUCCWZCIY-AATRIKPKSA-N,C/C=C/c1ccc(OC)c(OC)c1OC,conflict,0.9600
cmpcandm_a7dd7864c4af4e18,cmpcand_c39eb37ad7acfd66,107a3ebbf6e3ef9f75fe595f23d8efaa2b0c27154b851dfd352c96fdd010afc2,2fafdd4a740fe10ac37760268683e47b1313b55f8ff3d7041bf3280cc673c5e8,467,493a8c4b-3b61-511b-9d08-555347344dec,C00007423,1002-84-2,Pentadecanoic acid,Pentadecanoic acid,pentadecanoic_acid,1002-84-2,1002842,C15H30O2,c15h30o2,ready,,,CHEMBL460025,WQEPLUUGTLDZJY-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(=O)O,conflict,0.9900
